epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,1897.5454864501953,2.3307368755340576,19.292138091093705,9.782207456626065,12.068963941736236,5.172412217598577,5.172412217598577
1.0,0.0005,768.5579452514648,2.1997263431549072,22.686393965767333,9.782207456626065,13.793101872770691,10.344826010701787,5.172412217598577
2.0,0.0005,509.28292083740234,1.9031606316566467,21.903104148534958,23.84643779992617,21.538458527811077,9.230766220119326,6.153843143196739
3.0,0.0005,362.90964126586914,1.7608690857887268,24.340005802146795,17.607973421926914,17.741933002081517,11.290320098855904,9.677416873049543
4.0,0.0005,272.77413177490234,1.6956426501274109,13.809109370467073,23.108157991878926,15.384612373965087,7.6923046816579825,6.153843143196739
5.0,0.0005,220.9782428741455,1.6806315183639526,23.32463011314186,25.43373938722776,19.6969665335175,10.60605744260884,7.575754412306187
6.0,0.0005,184.02524375915527,1.6110076904296875,24.949231215549755,15.6515319306017,21.31147313087904,14.754096081698819,9.836063294813751
7.0,0.0005,173.2797451019287,1.597036600112915,22.164200754279083,31.727574750830563,26.388885003858597,18.055551670525524,9.72221833719291
8.0,0.0005,143.34369277954102,1.5653761625289917,25.12329561937917,27.81469176818014,21.897806717460206,14.59853664446778,8.75912058607418
9.0,0.0005,123.6858263015747,1.608906865119934,22.686393965767333,32.89036544850498,21.91780424094649,17.808215199850764,8.219174103961393
10.0,0.0005,105.18978023529053,1.6145477890968323,21.583986074847694,36.06496862310816,23.225802127784366,15.4838666439138,11.612898901978715
11.0,0.0005,96.12931632995605,1.6056581735610962,23.614737452857558,36.434108527131784,28.571424280655062,22.077917787148753,9.090904800136954
12.0,0.0005,91.35410022735596,1.6389700174331665,20.713664055700608,38.39055001845699,26.143786593191354,16.993459795806096,9.150322540905051
13.0,0.0005,85.15614414215088,1.6265772581100464,22.628372497824195,38.39055001845699,25.503351598577307,16.10737844421527,10.73825092743727
14.0,0.0005,87.66330051422119,1.7867061495780945,22.86045836959675,42.30343300110742,28.02547332062222,19.108275868393232,10.191078416164816
15.0,0.0005,89.59435033798218,1.6544626355171204,23.614737452857558,46.64082687338501,23.668634376948518,17.751474613635207,9.467450944997232
16.0,0.0005,84.86184024810791,1.5447600483894348,24.340005802146795,41.934293097083795,30.303025708724295,23.030298435997242,12.12120752690716
17.0,0.0005,78.46631526947021,1.7703567743301392,22.686393965767333,51.08225108225108,30.5263108565105,16.84210033019535,10.526310856512007
18.0,0.0005,70.13904285430908,1.6963674426078796,22.744415433710472,53.672942045035064,28.41529567201254,16.393437748515886,10.928956874199672
19.0,0.0005,77.86872625350952,1.7914143204689026,24.07890919640267,46.64082687338501,29.99999501800083,18.999995018001307,10.999995018002256
20.0,0.0005,72.74349069595337,2.084968864917755,27.966347548592978,58.01033591731266,39.13042989839381,29.34782120274184,9.78260381143911
21.0,0.0005,62.20286464691162,1.6828054785728455,28.778648099796925,54.599567099567096,38.74345055782525,21.98952385625505,10.471199248926427
22.0,0.0005,58.634501457214355,1.731940507888794,31.534667827096026,48.65263935031377,36.1808995439516,29.14572366455478,20.100497533901894
23.0,0.0005,49.46856641769409,1.8696917295455933,22.715404699738905,50.55370985603544,25.999995018000956,22.999995018001076,11.99999501800207
24.0,0.0005,44.35452318191528,1.7557442784309387,34.493762692196114,61.074197120708746,40.201000046464095,30.15074879018289,15.075371905761598
25.0,0.0005,42.02745866775513,1.8766846060752869,31.91180736872643,52.0703933747412,37.38317257053085,28.037378178007703,13.084107149971338
26.0,0.0005,41.891966342926025,1.843841791152954,31.070496083550914,51.739277271192165,37.999995018000654,24.99999501800099,12.999995018001908
27.0,0.0005,36.72068428993225,2.149831771850586,28.720626631853786,54.09745293466224,34.09090430010398,24.99999520919514,12.499995209196053
28.0,0.0005,41.11089277267456,2.0997766256332397,28.198433420365536,53.303802141011445,31.067956169291026,25.24271345084462,14.563101800359899
29.0,0.0005,36.80522918701172,2.209972858428955,32.84015085581665,51.34736064968624,35.97883105288273,29.629624703676534,19.0476141216664
30.0,0.0005,35.27182745933533,1.9656420946121216,34.52277342616768,48.28349944629015,38.947363488089266,32.63157401440518,18.947363488089923
31.0,0.0005,32.736820697784424,2.104777455329895,25.03626341746446,47.06533776301218,27.860691532388703,21.890542278657605,9.950243771196279
32.0,0.0005,38.45504379272461,1.823242425918579,29.852045256744997,45.55555555555556,32.51231028076468,27.586201906380577,16.748763482735836
33.0,0.0005,39.178863525390625,1.988571047782898,26.689875253843923,50.98343685300206,30.61223993127944,26.530607278218337,13.265301155770286
34.0,0.0005,35.060439348220825,1.9927480816841125,30.258195532346967,53.35917312661499,35.97883105288273,28.5714236454755,15.873010947063479
35.0,0.0005,31.529001712799072,2.220732808113098,28.37249782419495,49.390919158361015,35.17587441832348,27.135673413298562,13.06532165450557
36.0,0.0005,29.813318014144897,2.0829176902770996,30.72236727589208,56.7921742340347,36.269425100271825,29.015539089909304,15.544036499236459
37.0,0.0005,30.73312997817993,2.246452569961548,29.213809109370466,53.303802141011445,36.3636313886345,24.24241926742271,12.121207146211612
38.0,0.0005,28.47376251220703,2.345592975616455,28.60458369596751,54.09745293466224,37.49999505425413,24.999995054254455,11.45832838758894
39.0,0.0005,25.530070543289185,2.3091750144958496,31.79576443284015,52.87929125138427,35.353530378533506,27.272722297725633,14.141409166413343
40.0,0.0005,27.721225261688232,2.2914759516716003,33.82651581085001,54.466592838685855,41.26983634388794,31.746026820078594,12.698407772460687
41.0,0.0005,36.831758975982666,2.265759229660034,31.76675369886858,53.17460317460318,34.17084929269535,29.14572366455478,16.080397031389637
42.0,0.0005,34.86556148529053,2.2833298444747925,26.66086451987235,54.891103728313034,29.441619394471196,19.289335130512246,12.18273614574142
43.0,0.0005,30.565521955490112,2.4749268293380737,29.503916449086162,59.54226651901071,35.353530378533506,23.232318257321747,13.131308156312462
44.0,0.0005,27.103667736053467,2.348964214324951,24.68813460980563,55.26024363233665,32.08555658669182,20.32085070433931,12.834219688297226
45.0,0.0005,26.54760217666626,2.288139581680298,29.53292718305773,50.68027210884354,31.372544027297987,25.490191086121705,17.647053831220173
46.0,0.0005,28.06114363670349,2.1499619483947754,24.74615607774877,54.15282392026578,30.61223993127944,21.428566461892032,11.224484829240016
47.0,0.0005,28.009311199188232,2.413204312324524,29.03974470554105,49.60317460317461,32.51231028076468,22.660093531996537,14.778320132982344
48.0,0.0005,26.378408908843994,2.3582156896591187,31.389614157238178,56.7921742340347,39.7849413342589,31.18279079662466,19.354833807377815
49.0,0.0005,25.753924131393433,2.1801926493644714,30.548302872062663,50.498338870431894,32.97871848574089,25.531909975102803,10.638292953827534
